Id,SalePrice
1592,113354.002684
1593,121835.996051
1594,128797.45889
1595,108907.781383
1596,229685.452986
1597,196805.929822
1598,220377.379372
1599,165625.318942
1600,157974.158352
1601,63419.3287196
1602,111464.934011
1603,81088.1524848
1604,268820.742329
1605,236496.171235
1606,171956.662542
1607,170040.037424
1608,213513.173404
1609,183872.470051
1610,155886.201311
1611,139222.991961
1612,168562.884581
1613,163060.797024
1614,124326.684013
1615,91904.6147404
1616,76859.366184
1617,90908.8142736
1618,124769.309598
1619,142541.835176
1620,159929.281314
1621,137491.355232
1622,140606.224189
1623,265353.15714
1624,208819.667215
1625,116563.052873
1626,165351.695357
1627,192725.696611
1628,274476.826697
1629,181193.396195
1630,360812.945883
1631,228271.899365
1632,241796.887328
1633,171537.764481
1634,186210.4031
1635,173714.152467
1636,149445.052878
1637,199636.239505
1638,181696.279852
1639,179722.426598
1640,258704.377495
1641,178657.560751
1642,237903.817395
1643,220282.367478
1644,237785.793705
1645,202923.815718
1646,158216.478488
1647,155534.915016
1648,130923.003717
1649,141687.351424
1650,112241.654742
1651,121225.145779
1652,97461.99346
1653,99909.4783372
1654,143565.131709
1655,135815.464294
1656,139870.028577
1657,147156.54845
1658,141818.984353
1659,115632.232242
1660,151078.942419
1661,451856.897837
1662,414195.557343
1663,386070.268363
1664,515568.360513
1665,304370.73316
1666,338392.034877
1667,397721.86377
1668,339124.398291
1669,297245.779219
1670,349486.857332
1671,269318.058626
1672,438546.673047
1673,296869.27366
1674,246621.348431
1675,198789.805895
1676,198896.11064
1677,227468.891928
1678,463606.150463
1679,404758.152661
1680,341343.752141
1681,244682.999535
1682,313194.843493
1683,187318.3706
1684,174577.992776
1685,170675.459058
1686,166829.472752
1687,168019.399562
1688,187342.571151
1689,193766.747445
1690,193542.179958
1691,185156.344112
1692,262124.176246
1693,171011.787654
1694,183739.509697
1695,162988.325097
1696,272253.768075
1697,171164.671543
1698,353212.288032
1699,313204.142985
1700,254126.769136
1701,270541.440975
1702,247753.868178
1703,248172.508838
1704,284259.04204
1705,242791.260856
1706,450922.090812
1707,213347.182479
1708,208168.430239
1709,259100.780008
1710,218968.110891
1711,265701.196097
1712,258427.150928
1713,272720.680451
1714,225566.094036
1715,207898.228146
1716,181060.039093
1717,173650.691239
1718,131703.791644
1719,204041.914672
1720,230637.29704
1721,165471.231351
1722,126976.563143
1723,158084.48506
1724,199321.653016
1725,237069.167761
1726,186017.481339
1727,150663.173937
1728,176907.859758
1729,165303.308148
1730,154263.755091
1731,118747.834607
1732,127296.824368
1733,112893.778623
1734,120221.833929
1735,129234.739859
1736,108556.435306
1737,295932.866995
1738,247516.077372
1739,250126.664612
1740,218815.30361
1741,189820.744116
1742,171467.552968
1743,175581.483027
1744,315654.507972
1745,218694.148365
1746,181186.302565
1747,216177.283472
1748,226453.507557
1749,144822.369478
1750,124971.274122
1751,243882.37809
1752,118050.651796
1753,148786.933588
1754,191140.010477
1755,165265.516642
1756,128837.455772
1757,120569.042435
1758,147888.472603
1759,160378.074061
1760,161734.494574
1761,142023.921351
1762,175131.147038
1763,179680.633231
1764,115044.445688
1765,172045.842616
1766,184532.059733
1767,216646.853352
1768,144859.517035
1769,170863.003874
1770,150575.317578
1771,120123.44055
1772,131713.552302
1773,126831.541254
1774,136491.325461
1775,141999.157999
1776,127529.624908
1777,108157.56917
1778,140749.914042
1779,117677.680602
1780,177902.309154
1781,129123.301024
1782,84134.9148508
1783,143542.873366
1784,111014.927033
1785,123918.469659
1786,126774.934893
1787,162139.992882
1788,58684.5174636
1789,98775.7963142
1790,76697.1022627
1791,177309.450806
1792,159311.64638
1793,128807.661705
1794,151380.897589
1795,139923.006676
1796,127305.079026
1797,112600.434598
1798,120940.185255
1799,110494.583381
1800,130909.438133
1801,129624.262168
1802,127835.789308
1803,144259.156414
1804,142172.599978
1805,135525.35449
1806,125081.459731
1807,130515.318549
1808,123092.03824
1809,124947.398419
1810,140091.654709
1811,90880.9987332
1812,98279.7544117
1813,125327.304193
1814,93120.47437
1815,54193.6350178
1816,100020.25544
1817,108255.14841
1818,153699.022594
1819,127615.316022
1820,58330.1539137
1821,107098.698071
1822,147233.916112
1823,47904.7822042
1824,126906.086785
1825,137151.844065
1826,107602.733629
1827,99006.2535655
1828,135623.925186
1829,113918.262708
1830,148545.38973
1831,143656.621896
1832,71331.189994
1833,134226.733364
1834,119324.538195
1835,123383.177671
1836,125565.03359
1837,85358.4603985
1838,129472.34512
1839,97159.6869945
1840,149249.140804
1841,140653.958408
1842,88334.5542662
1843,125762.242257
1844,136086.736288
1845,137778.556278
1846,150549.828122
1847,168011.412387
1848,54753.7904178
1849,108199.287184
1850,118138.666547
1851,155970.470522
1852,122173.327842
1853,127053.285996
1854,161272.313727
1855,145126.470637
1856,219570.204655
1857,139915.800872
1858,134761.964774
1859,117266.706671
1860,146582.036554
1861,115822.364221
1862,296300.894529
1863,280536.73533
1864,280859.88495
1865,331906.243441
1866,322996.555754
1867,221603.603671
1868,291650.156157
1869,204288.513899
1870,219671.674371
1871,245953.509463
1872,170776.975364
1873,241219.710044
1874,149804.139068
1875,202147.808733
1876,198893.600545
1877,210673.043382
1878,201335.544143
1879,129049.72724
1880,131805.345841
1881,242874.039815
1882,243595.067324
1883,186694.565342
1884,207017.786401
1885,239714.324705
1886,286663.634693
1887,212001.818586
1888,261798.992663
1889,163757.175264
1890,122598.322655
1891,141499.313333
1892,94393.5014418
1893,134594.586599
1894,126998.79064
1895,138092.667277
1896,128226.752137
1897,111663.930313
1898,111413.094645
1899,161731.298945
1900,149362.35895
1901,167723.280259
1902,153422.990487
1903,217280.259938
1904,141047.254117
1905,206614.971265
1906,152224.138838
1907,210365.644453
1908,108512.919031
1909,127935.252465
1910,118602.776705
1911,216753.119263
1912,332021.357219
1913,140675.125615
1914,65402.1613687
1915,312378.918659
1916,67200.273911
1917,245313.3597
1918,140751.242133
1919,180822.831868
1920,154927.105235
1921,395857.647133
1922,311592.213222
1923,232031.051524
1924,232314.675385
1925,196861.097434
1926,381984.392267
1927,136057.722118
1928,148028.780605
1929,127885.697112
1930,130763.762109
1931,143219.022905
1932,143427.31668
1933,183581.311023
1934,179457.994546
1935,168677.356611
1936,196629.783042
1937,182125.827888
1938,168884.288546
1939,249069.485363
1940,186362.183011
1941,171638.844744
1942,182159.786364
1943,209077.706332
1944,368403.209957
1945,398431.98357
1946,143073.441617
1947,312884.359906
1948,174345.153633
1949,244024.002906
1950,184679.743827
1951,248541.494174
1952,207540.618271
1953,164546.458593
1954,183923.5015
1955,137720.177605
1956,297521.88977
1957,152919.210923
1958,296632.704234
1959,144538.115354
1960,113721.638808
1961,119584.000503
1962,96367.1277005
1963,103805.402311
1964,108520.976293
1965,143350.634013
1966,133188.281866
1967,297114.690696
1968,440363.452747
1969,396750.969769
1970,438436.959096
1971,471389.983333
1972,376451.687955
1973,267762.060395
1974,336716.113776
1975,543145.443896
1976,272841.839523
1977,362495.054544
1978,372563.142306
1979,331715.637173
1980,207659.779133
1981,344407.640284
1982,218813.411669
1983,203645.536545
1984,172805.267135
1985,222192.694833
1986,210371.543775
1987,178689.63059
1988,173124.262627
1989,191104.724791
1990,211166.557034
1991,236686.242198
1992,216048.337536
1993,168228.640243
1994,235897.303273
1995,186208.900921
1996,248211.94308
1997,308415.538609
1998,327827.527514
1999,280369.032733
2000,321537.011603
2001,276032.745056
2002,247885.132264
2003,261594.545468
2004,286796.499608
2005,224666.045932
2006,222558.573721
2007,241437.534635
2008,215523.808458
2009,194839.349495
2010,187792.412286
2011,140620.985398
2012,169170.622081
2013,178899.907743
2014,182409.0815
2015,197995.446862
2016,191733.803732
2017,195934.960628
2018,118023.130532
2019,132953.271046
2020,107877.255627
2021,98798.3269789
2022,185802.871411
2023,141893.970631
2024,272665.906097
2025,368672.120128
2026,173875.309332
2027,158305.032546
2028,149247.412766
2029,170742.120055
2030,262232.122502
2031,228643.878947
2032,248984.482917
2033,248821.382531
2034,170167.946829
2035,225322.920446
2036,199864.30352
2037,205240.352413
2038,303082.860373
2039,223269.657628
2040,287799.348578
2041,290148.729748
2042,208945.404738
2043,180424.59765
2044,174087.313153
2045,215121.545912
2046,146805.763037
2047,141857.051498
2048,140464.247295
2049,141707.468283
2050,176191.514624
2051,104443.674824
2052,127611.990577
2053,149736.319724
2054,89072.6224836
2055,150236.060727
2056,146751.924606
2057,114098.27005
2058,214280.000827
2059,135922.169406
2060,174729.087149
2061,172225.872888
2062,128457.979148
2063,119168.569028
2064,142966.043349
2065,118171.009145
2066,159663.045577
2067,107285.181829
2068,139886.025024
2069,86147.3343055
2070,115344.232128
2071,95678.860039
2072,128008.570738
2073,137200.328959
2074,182794.983809
2075,147602.976935
2076,115850.406468
2077,154788.10657
2078,123128.177389
2079,131689.195851
2080,118100.053394
2081,124600.115508
2082,124089.810575
2083,142070.482471
2084,109579.966315
2085,120614.79013
2086,116416.216988
2087,125518.68125
2088,91417.5856916
2089,76518.2818956
2090,126114.761819
2091,115978.631301
2092,122005.847758
2093,118601.452426
2094,107960.183888
2095,144005.875349
2096,80053.4312149
2097,96335.2760112
2098,142667.746642
2099,54545.7873882
2100,77189.3631537
2101,111753.817181
2102,128207.289502
2103,106591.757311
2104,140206.572164
2105,129226.081011
2106,59837.1746131
2107,198024.906752
2108,113812.805753
2109,112376.662906
2110,128638.145037
2111,140271.261658
2112,136860.773864
2113,124377.731964
2114,121248.86491
2115,164017.247321
2116,114524.837352
2117,152915.45157
2118,121678.368464
2119,114667.474136
2120,112058.46895
2121,90278.8562989
2122,114202.628207
2123,82671.2638936
2124,156897.318244
2125,122911.12678
2126,144444.147838
2127,163420.980726
2128,125902.603974
2129,92832.3002929
2130,137084.344403
2131,137016.556901
2132,115955.595272
2133,122527.290206
2134,117041.984772
2135,93623.1270529
2136,77269.3232608
2137,106936.294837
2138,135149.873662
2139,148083.770626
2140,137470.919516
2141,152970.074925
2142,124554.172464
2143,141262.147988
2144,118179.422024
2145,139057.328099
2146,168329.631149
2147,137070.109195
2148,138600.038062
2149,149939.100001
2150,238638.286702
2151,111823.350042
2152,174478.10335
2153,165103.062058
2154,106325.21904
2155,139902.551586
2156,256700.81834
2157,224165.90825
2158,233461.304097
2159,206963.509702
2160,177703.551624
2161,234525.196569
2162,388249.746449
2163,341776.064164
2164,238336.274365
2165,209238.517315
2166,154139.27338
2167,221912.016253
2168,199729.128504
2169,195463.010526
2170,216670.794746
2171,154686.032542
2172,127735.870282
2173,168541.577668
2174,222260.363083
2175,285525.391362
2176,310897.821627
2177,239655.306799
2178,207476.213167
2179,136990.865594
2180,212966.495142
2181,190475.252238
2182,217881.061872
2183,187982.618072
2184,120117.217253
2185,128033.062166
2186,146079.856348
2187,155189.039029
2188,153398.73733
2189,260436.059707
2190,79531.2843414
2191,82614.5321678
2192,93749.6309854
2193,110859.513628
2194,107201.371729
2195,107924.279529
2196,102175.302599
2197,118266.891564
2198,159219.619768
2199,171821.824964
2200,149220.842073
2201,147367.417257
2202,213387.502357
2203,138901.565179
2204,183439.117547
2205,122474.450457
2206,141791.530425
2207,211111.816614
2208,270696.57118
2209,245499.570009
2210,115793.094998
2211,112048.317348
2212,120606.526112
2213,108203.551688
2214,124055.099454
2215,102989.234814
2216,146108.576651
2217,53809.1991901
2218,83437.9995971
2219,76446.456319
2220,72410.6181491
2221,311403.135951
2222,282826.620342
2223,274248.400994
2224,202892.941693
2225,117845.539751
2226,188448.301362
2227,199363.512048
2228,262905.924598
2229,254892.5183
2230,155919.382083
2231,212439.729176
2232,180606.097646
2233,176864.653599
2234,238764.106679
2235,228126.103134
2236,258730.96102
2237,317383.937963
2238,192332.047502
2239,109951.841013
2240,159932.532351
2241,151023.246442
2242,119707.174535
2243,128843.885859
2244,101840.591723
2245,98954.0466103
2246,144098.875599
2247,109622.720566
2248,123575.637774
2249,120907.654621
2250,131784.481452
2251,104213.710443
2252,173375.234274
2253,151855.79951
2254,175557.557142
2255,182721.986535
2256,175760.280896
2257,207267.281315
2258,157896.377738
2259,177103.195011
2260,143163.368294
2261,190341.981128
2262,208621.755344
2263,375030.912847
2264,486707.047616
2265,167880.359583
2266,304458.605835
2267,379063.015737
2268,417354.831804
2269,149867.383226
2270,190716.375171
2271,214958.576287
2272,196279.342775
2273,164216.676715
2274,179402.886415
2275,156222.901229
2276,189455.049857
2277,183970.69024
2278,145413.697506
2279,124448.617814
2280,118352.339819
2281,163718.096176
2282,180936.219327
2283,107991.212697
2284,113985.322031
2285,138667.572207
2286,123750.89315
2287,365365.19947
2288,273388.298184
2289,394429.836685
2290,470563.695022
2291,331747.264198
2292,444703.020781
2293,493864.550486
2294,421824.957245
2295,475235.168771
2296,301083.00682
2297,340671.509593
2298,342952.879623
2299,364707.729118
2300,339111.187371
2301,306479.813634
2302,254976.54285
2303,247380.408934
2304,248144.046071
2305,201448.474886
2306,196945.608674
2307,201430.902975
2308,229475.018423
2309,282305.867646
2310,218127.977765
2311,205041.834894
2312,176007.905623
2313,172052.644168
2314,170892.139127
2315,178878.98815
2316,191028.790768
2317,191230.497516
2318,178526.392802
2319,181312.063245
2320,181421.333061
2321,237491.975878
2322,176098.481641
2323,191117.783513
2324,177175.846317
2325,214444.281393
2326,173757.800641
2327,204226.823419
2328,225946.587278
2329,190857.031742
2330,179817.905219
2331,358330.543048
2332,411605.921249
2333,326001.670849
2334,260906.588584
2335,277094.439675
2336,316259.177696
2337,205795.266746
2338,273040.479965
2339,225062.107208
2340,401719.062381
2341,222548.831924
2342,240889.948395
2343,232375.674772
2344,227954.26389
2345,237131.218424
2346,215267.297102
2347,197668.582633
2348,246342.644349
2349,179611.838943
2350,308129.201744
2351,259872.015208
2352,251898.88203
2353,246142.323888
2354,136039.685996
2355,141411.169899
2356,154976.338953
2357,185714.490218
2358,196006.469672
2359,132079.406479
2360,115044.717151
2361,148171.218179
2362,269097.987318
2363,139325.954488
2364,152876.370652
2365,218120.971812
2366,186856.595607
2367,218865.68947
2368,213956.001049
2369,217569.157656
2370,168438.793525
2371,166733.926182
2372,195532.967274
2373,280662.817971
2374,324911.18412
2375,248820.200386
2376,290501.494957
2377,353756.619408
2378,145258.334643
2379,204574.572753
2380,146887.066373
2381,164982.769452
2382,208045.699347
2383,202574.069322
2384,243326.7919
2385,162534.917398
2386,134169.570547
2387,133679.75709
2388,101819.904779
2389,121142.578031
2390,149652.81781
2391,145857.206399
2392,116878.289175
2393,167994.030059
2394,144851.439123
2395,209766.066236
2396,147447.107029
2397,219614.811917
2398,128783.239841
2399,61073.7575211
2400,58641.9148573
2401,118599.054591
2402,137868.007729
2403,145598.921957
2404,154422.74235
2405,163762.919373
2406,142076.366786
2407,123917.322262
2408,153000.584918
2409,122855.90529
2410,165704.033781
2411,115856.746768
2412,155306.449601
2413,131695.060997
2414,154917.257214
2415,133352.007111
2416,128088.812795
2417,131844.51266
2418,133372.371497
2419,129008.343413
2420,121290.971203
2421,147525.037047
2422,107382.931898
2423,118989.737978
2424,150039.839957
2425,196774.056331
2426,126512.985429
2427,134396.678083
2428,174944.111739
2429,113123.14389
2430,132624.704278
2431,107528.60679
2432,144917.086284
2433,145280.799237
2434,139569.229694
2435,152630.12929
2436,108811.464811
2437,109778.88141
2438,122682.60958
2439,105987.636139
2440,120405.078487
2441,88147.0736786
2442,94578.5976895
2443,125729.759111
2444,132351.048259
2445,90525.5793974
2446,139309.313056
2447,186630.933512
2448,126740.263055
2449,109262.804094
2450,147984.806428
2451,129140.096194
2452,199368.163572
2453,93002.6833393
2454,120298.142667
2455,113747.453042
2456,138534.192124
2457,132563.749822
2458,125901.15576
2459,109604.455842
2460,133509.229636
2461,128783.316612
2462,137182.202106
2463,127254.146387
2464,189891.739989
2465,139775.353038
2466,113376.592311
2467,129518.972372
2468,78075.3451288
2469,77056.845537
2470,187342.319474
2471,217298.946064
2472,166814.378321
2473,114739.329929
2474,65647.1766733
2475,219047.858344
2476,119573.049542
2477,128275.432303
2478,148866.796222
2479,102004.184588
2480,148542.594618
2481,120816.23162
2482,124953.289955
2483,108838.426774
2484,122262.255617
2485,126338.511507
2486,149479.330132
2487,166132.443407
2488,161172.526771
2489,145812.074049
2490,140336.859766
2491,91256.7174903
2492,195239.518334
2493,158051.3053
2494,143625.931506
2495,87903.4655954
2496,240305.959462
2497,155921.691128
2498,107825.635005
2499,87026.0211258
2500,123270.051635
2501,143074.045171
2502,146306.304041
2503,92948.7368614
2504,167907.74325
2505,222642.854604
2506,248762.908085
2507,277736.798845
2508,248494.597629
2509,211533.584094
2510,214446.226638
2511,171534.578367
2512,209984.093767
2513,219176.950427
2514,252451.322274
2515,149085.573893
2516,173935.711838
2517,147187.166977
2518,152328.189688
2519,234157.705434
2520,212944.020243
2521,185916.031651
2522,223693.700303
2523,118768.469504
2524,135011.350268
2525,148376.011199
2526,137359.123834
2527,117494.010884
2528,126048.647132
2529,135003.903513
2530,127032.827432
2531,260622.351731
2532,224713.198069
2533,191299.310999
2534,227916.546827
2535,300147.428427
2536,230787.321084
2537,233387.546206
2538,182023.219574
2539,186703.734721
2540,177514.359412
2541,181431.071544
2542,165402.918679
2543,119935.924417
2544,123370.732682
2545,137570.923119
2546,127448.691486
2547,136376.998647
2548,153549.222535
2549,158966.900508
2550,772571.318321
2551,143798.890796
2552,127532.585634
2553,74329.9682147
2554,98191.3277125
2555,121210.510974
2556,99661.867286
2557,107644.858792
2558,141947.021594
2559,143299.996942
2560,148318.132724
2561,143963.005304
2562,139408.671922
2563,148786.979602
2564,206176.761834
2565,142589.189771
2566,160175.674572
2567,138277.250349
2568,202335.768108
2569,223452.075634
2570,113261.949716
2571,195297.675939
2572,143488.31347
2573,226195.391362
2574,305252.006202
2575,130932.962455
2576,120381.615716
2577,138168.140768
2578,83343.6368304
2579,62808.1713252
2580,103380.119986
2581,109878.309362
2582,111392.249362
2583,289325.031179
2584,179195.893286
2585,182193.083045
2586,220824.155028
2587,201022.30026
2588,143520.918802
2589,148010.077478
2590,204104.15745
2591,228210.389582
2592,214215.576872
2593,250211.368507
2594,186146.957056
2595,197942.203082
2596,292141.330473
2597,184280.871507
2598,290281.127898
2599,321554.57233
2600,146602.917308
2601,145125.9917
2602,83624.4922741
2603,93034.1270659
2604,89256.8878456
2605,80594.6141674
2606,148572.146208
2607,199060.92779
2608,192341.631128
2609,170971.844042
2610,110544.813283
2611,120038.471407
2612,160102.335448
2613,132745.282391
2614,126575.848791
2615,155467.467147
2616,144286.919261
2617,180749.694547
2618,201309.933314
2619,197506.411226
2620,187434.72075
2621,173178.354056
2622,182450.701177
2623,239083.390179
2624,302980.641658
2625,305925.152543
2626,171730.238072
2627,165416.132575
2628,479687.592357
2629,493968.100209
2630,377023.565578
2631,490730.223213
2632,416344.365648
2633,310999.67395
2634,424876.957916
2635,157905.19169
2636,179498.343971
2637,181038.950645
2638,265887.690591
2639,187282.782413
2640,153676.144208
2641,104389.941042
2642,185670.440831
2643,101674.54571
2644,121495.082588
2645,109454.66735
2646,96031.9497936
2647,103734.378833
2648,138815.18342
2649,152769.703506
2650,134618.100367
2651,138637.520884
2652,419150.763785
2653,258157.817076
2654,259334.406605
2655,403061.492694
2656,321460.02149
2657,355432.337604
2658,319478.023241
2659,317683.060846
2660,362070.875244
2661,354031.409265
2662,370810.851727
2663,286576.83676
2664,269232.670298
2665,327116.934496
2666,282812.074352
2667,167545.790561
2668,179003.612748
2669,184049.527918
2670,271515.806697
2671,186621.414956
2672,192903.861752
2673,204191.836155
2674,201020.482982
2675,171938.879438
2676,189619.040624
2677,197908.629939
2678,248967.175617
2679,271469.573853
2680,286341.006514
2681,407401.911389
2682,328185.984538
2683,495015.107406
2684,326748.057892
2685,324738.044827
2686,259848.255216
2687,329301.46788
2688,223387.264014
2689,209433.954961
2690,436390.165622
2691,191127.925206
2692,135691.886106
2693,194874.107108
2694,138128.5957
2695,190489.276157
2696,181369.585957
2697,190835.719134
2698,189812.997313
2699,172003.606176
2700,155977.674107
2701,152467.669147
2702,113416.917865
2703,123293.102787
2704,139581.258632
2705,115827.934931
2706,112755.557381
2707,125202.627989
2708,130815.539564
2709,105332.047208
2710,125432.849996
2711,271739.382478
2712,389501.304459
2713,173037.777933
2714,149796.066383
2715,170709.709705
2716,143023.430192
2717,195358.196026
2718,218651.592792
2719,158436.317896
2720,175422.494292
2721,133300.266864
2722,159952.882913
2723,136671.076123
2724,126744.029331
2725,131391.918398
2726,149104.579481
2727,177593.738488
2728,180183.239432
2729,148312.367896
2730,152037.725731
2731,128334.30533
2732,135709.606089
2733,160003.926025
2734,152735.335618
2735,140916.184118
2736,148353.91534
2737,120686.630926
2738,137011.064356
2739,158861.388568
2740,136896.432253
2741,144045.416987
2742,156213.159423
2743,156719.336549
2744,161076.01236
2745,140909.294122
2746,137650.467729
2747,148396.642267
2748,126743.440148
2749,129871.931448
2750,131997.445498
2751,134959.226231
2752,194596.339235
2753,149619.612007
2754,208692.375828
2755,133393.455601
2756,93120.8947221
2757,68799.3343306
2758,83680.6619975
2759,157391.320763
2760,122140.903235
2761,144223.945723
2762,143647.397016
2763,181043.220943
2764,149742.492814
2765,284390.73503
2766,133237.472448
2767,89650.5955791
2768,132946.850178
2769,132523.089132
2770,138965.565332
2771,108478.119524
2772,112565.760097
2773,171751.768039
2774,150379.265475
2775,116201.244424
2776,139623.268539
2777,151334.318284
2778,102303.249981
2779,119330.236979
2780,98360.7729694
2781,96058.3758588
2782,97449.1799009
2783,96180.0764651
2784,127954.141824
2785,136371.887076
2786,64078.4536006
2787,126568.365046
2788,74415.3850931
2789,168011.178187
2790,95230.8050228
2791,113682.642419
2792,60428.9022591
2793,167089.583994
2794,92409.7348591
2795,122562.604034
2796,95568.1118691
2797,209767.541471
2798,101960.343074
2799,113978.096072
2800,67994.2968085
2801,105794.39713
2802,129169.888292
2803,161876.756382
2804,134525.348594
2805,103638.442553
2806,84503.8101552
2807,162659.716275
2808,145168.164307
2809,132943.217046
2810,126302.260104
2811,158746.074155
2812,157746.342783
2813,154034.514918
2814,157455.303071
2815,93622.1302774
2816,239039.360294
2817,156913.402786
2818,130992.782082
2819,172142.782348
2820,141031.275376
2821,104298.207018
2822,193549.838846
2823,329302.018413
2824,183939.480304
2825,148575.541896
2826,133436.458516
2827,136251.791391
2828,215865.088264
2829,201827.734462
2830,224310.391535
2831,173408.558856
2832,252593.273321
2833,295988.518673
2834,222399.665356
2835,220560.401394
2836,190265.394913
2837,155566.468547
2838,152110.132905
2839,173199.870236
2840,205003.719822
2841,205263.718789
2842,228840.724484
2843,149889.365112
2844,168244.282402
2845,126263.407744
2846,211186.370598
2847,203515.188789
2848,216448.569096
2849,199113.134022
2850,274326.303409
2851,216250.386256
2852,232056.825663
2853,241751.60545
2854,139482.459157
2855,201949.012659
2856,200953.506845
2857,186771.460706
2858,202319.8491
2859,115180.680258
2860,130746.319103
2861,122758.351402
2862,191356.188481
2863,127725.263549
2864,244081.639892
2865,143470.818973
2866,140352.344408
2867,100913.528134
2868,95344.9838705
2869,103086.480398
2870,124289.935666
2871,85618.3325324
2872,51868.1218612
2873,98648.5070985
2874,139728.67999
2875,115383.080029
2876,164037.825
2877,144852.464348
2878,166366.603453
2879,136417.780609
2880,103034.023805
2881,146402.532654
2882,175062.780761
2883,197273.367176
2884,203256.194341
2885,192147.499284
2886,244994.809751
2887,91308.2972295
2888,138805.828819
2889,59017.0388397
2890,78352.0912017
2891,134861.570094
2892,49853.0869417
2893,79866.5113968
2894,62132.9673673
2895,334440.26285
2896,283100.451358
2897,207765.516382
2898,151691.170494
2899,210041.477155
2900,161397.449322
2901,211867.810174
2902,199636.435488
2903,322964.999485
2904,341418.526548
2905,92015.2605883
2906,197180.063933
2907,112584.093789
2908,132935.229849
2909,151807.667566
2910,79828.132811
2911,81711.8278452
2912,146192.776226
2913,81866.0424724
2914,79267.5887305
2915,88350.7941718
2916,81314.4887802
2917,161146.941964
2918,119468.746229
2919,211322.839448
